 time                   v(decision_p)          v(decision_n)          v(row_drive)           v(sar_comparator_input)
 3.564236034093060e-08 -7.832046495432565e-02  1.991640332163834e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.566236034093060e-08 -7.832046315379798e-02  1.991640324687679e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.568236034093061e-08 -7.832046135374110e-02  1.991640317227117e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.570236034093061e-08 -7.832045955415562e-02  1.991640309782001e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.572236034093061e-08 -7.832045775504054e-02  1.991640302352192e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.574236034093061e-08 -7.832045595639603e-02  1.991640294937545e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.576236034093062e-08 -7.832045415822209e-02  1.991640287537921e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.578236034093062e-08 -7.832045236051843e-02  1.991640280153181e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.580236034093062e-08 -7.832045056328346e-02  1.991640272783187e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.582236034093063e-08 -7.832044876651817e-02  1.991640265427804e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.584236034093063e-08 -7.832044697022167e-02  1.991640258086898e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.586236034093063e-08 -7.832044517439357e-02  1.991640250760333e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.588236034093063e-08 -7.832044337903249e-02  1.991640243447977e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.590236034093064e-08 -7.832044158413887e-02  1.991640236149700e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.592236034093064e-08 -7.832043978971204e-02  1.991640228865370e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.594236034093064e-08 -7.832043799575072e-02  1.991640221594861e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.596236034093065e-08 -7.832043620225465e-02  1.991640214338043e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.598236034093065e-08 -7.832043440922348e-02  1.991640207094791e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.600236034093065e-08 -7.832043261665611e-02  1.991640199864980e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.602236034093065e-08 -7.832043082455137e-02  1.991640192648487e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.604236034093066e-08 -7.832042903290920e-02  1.991640185445186e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.606236034093066e-08 -7.832042724172822e-02  1.991640178254960e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.608236034093066e-08 -7.832042545100770e-02  1.991640171077685e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.610236034093067e-08 -7.832042366074649e-02  1.991640163913244e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.612236034093067e-08 -7.832042187094435e-02  1.991640156761518e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.614236034093067e-08 -7.832042008160023e-02  1.991640149622389e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.616236034093067e-08 -7.832041829271302e-02  1.991640142495742e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.618236034093068e-08 -7.832041650428095e-02  1.991640135381463e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.620236034093068e-08 -7.832041471630402e-02  1.991640128279436e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.622236034093068e-08 -7.832041292878072e-02  1.991640121189549e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.624236034093069e-08 -7.832041114170996e-02  1.991640114111691e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.626236034093069e-08 -7.832040935509044e-02  1.991640107045751e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.628236034093069e-08 -7.832040756892122e-02  1.991640099991620e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.630236034093069e-08 -7.832040578320193e-02  1.991640092949188e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.632236034093070e-08 -7.832040399792967e-02  1.991640085918349e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.634236034093070e-08 -7.832040221310405e-02  1.991640078898998e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.636236034093070e-08 -7.832040042872473e-02  1.991640071891025e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.638236034093071e-08 -7.832039864478924e-02  1.991640064894329e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.640236034093071e-08 -7.832039686129832e-02  1.991640057908803e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.642236034093071e-08 -7.832039507824845e-02  1.991640050934347e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.644236034093071e-08 -7.832039329564000e-02  1.991640043970859e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.646236034093072e-08 -7.832039151347048e-02  1.991640037018241e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.648236034093072e-08 -7.832038973173833e-02  1.991640030076389e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.650236034093072e-08 -7.832038795044294e-02  1.991640023145207e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.652236034093072e-08 -7.832038616958253e-02  1.991640016224596e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.654236034093073e-08 -7.832038438915606e-02  1.991640009314460e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.656236034093073e-08 -7.832038260916241e-02  1.991640002414702e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.658236034093073e-08 -7.832038082959941e-02  1.991639995525227e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.660236034093074e-08 -7.832037905046596e-02  1.991639988645942e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.662236034093074e-08 -7.832037727176083e-02  1.991639981776751e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.664236034093074e-08 -7.832037549348259e-02  1.991639974917564e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.666236034093074e-08 -7.832037371562961e-02  1.991639968068286e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.668236034093075e-08 -7.832037193820057e-02  1.991639961228830e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.670236034093075e-08 -7.832037016119325e-02  1.991639954399105e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.672236034093075e-08 -7.832036838460710e-02  1.991639947579022e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.674236034093076e-08 -7.832036660843988e-02  1.991639940768492e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.676236034093076e-08 -7.832036483269056e-02  1.991639933967429e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.678236034093076e-08 -7.832036305735762e-02  1.991639927175744e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.680236034093076e-08 -7.832036128243880e-02  1.991639920393355e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.682236034093077e-08 -7.832035950793348e-02  1.991639913620173e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.684236034093077e-08 -7.832035773383905e-02  1.991639906856116e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.686236034093077e-08 -7.832035596015396e-02  1.991639900101101e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.688236034093078e-08 -7.832035418687749e-02  1.991639893355042e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.690236034093078e-08 -7.832035241400825e-02  1.991639886617861e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.692236034093078e-08 -7.832035064154402e-02  1.991639879889475e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.694236034093078e-08 -7.832034886948258e-02  1.991639873169805e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.696236034093079e-08 -7.832034709782276e-02  1.991639866458770e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.698236034093079e-08 -7.832034532656396e-02  1.991639859756291e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.700236034093079e-08 -7.832034355570355e-02  1.991639853062291e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.702236034093080e-08 -7.832034178524022e-02  1.991639846376692e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.704236034093080e-08 -7.832034001517213e-02  1.991639839699418e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.706236034093080e-08 -7.832033824549722e-02  1.991639833030392e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.708236034093080e-08 -7.832033647621445e-02  1.991639826369540e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.710236034093081e-08 -7.832033470732175e-02  1.991639819716785e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.712236034093081e-08 -7.832033293881729e-02  1.991639813072057e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.714236034093081e-08 -7.832033117069914e-02  1.991639806435279e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.716236034093082e-08 -7.832032940296607e-02  1.991639799806382e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.718236034093082e-08 -7.832032763561708e-02  1.991639793185292e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.720236034093082e-08 -7.832032586864984e-02  1.991639786571938e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.722236034093082e-08 -7.832032410206324e-02  1.991639779966250e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.724236034093083e-08 -7.832032233585373e-02  1.991639773368159e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.726236034093083e-08 -7.832032057002070e-02  1.991639766777594e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.728236034093083e-08 -7.832031880456236e-02  1.991639760194489e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.730236034093084e-08 -7.832031703947701e-02  1.991639753618774e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.732236034093084e-08 -7.832031527476374e-02  1.991639747050381e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.734236034093084e-08 -7.832031351041990e-02  1.991639740489245e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.736236034093084e-08 -7.832031174644460e-02  1.991639733935299e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.738236034093085e-08 -7.832030998283535e-02  1.991639727388479e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.740236034093085e-08 -7.832030821958985e-02  1.991639720848720e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.742236034093085e-08 -7.832030645670751e-02  1.991639714315956e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.744236034093085e-08 -7.832030469418616e-02  1.991639707790125e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.746236034093086e-08 -7.832030293202413e-02  1.991639701271163e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.748236034093086e-08 -7.832030117021949e-02  1.991639694759010e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.750236034093086e-08 -7.832029940877133e-02  1.991639688253600e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.752236034093087e-08 -7.832029764767640e-02  1.991639681754875e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.754236034093087e-08 -7.832029588693418e-02  1.991639675262773e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.756236034093087e-08 -7.832029412654296e-02  1.991639668777234e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.758236034093087e-08 -7.832029236650012e-02  1.991639662298199e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.760236034093088e-08 -7.832029060680418e-02  1.991639655825608e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.762236034093088e-08 -7.832028884745340e-02  1.991639649359403e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.764236034093088e-08 -7.832028708844668e-02  1.991639642899526e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.766236034093089e-08 -7.832028532978197e-02  1.991639636445919e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.768236034093089e-08 -7.832028357145693e-02  1.991639629998527e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.770236034093089e-08 -7.832028181347067e-02  1.991639623557292e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.772236034093089e-08 -7.832028005582015e-02  1.991639617122159e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.774236034093090e-08 -7.832027829850469e-02  1.991639610693072e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.776236034093090e-08 -7.832027654152224e-02  1.991639604269976e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.778236034093090e-08 -7.832027478487169e-02  1.991639597852817e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.780236034093091e-08 -7.832027302855099e-02  1.991639591441542e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.782236034093091e-08 -7.832027127255797e-02  1.991639585036097e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.784236034093091e-08 -7.832026951689153e-02  1.991639578636428e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.786236034093091e-08 -7.832026776154932e-02  1.991639572242485e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.788236034093092e-08 -7.832026600652991e-02  1.991639565854214e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.790236034093092e-08 -7.832026425183164e-02  1.991639559471565e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.792236034093092e-08 -7.832026249745300e-02  1.991639553094488e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.794236034093093e-08 -7.832026074339216e-02  1.991639546722929e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.796236034093093e-08 -7.832025898964651e-02  1.991639540356840e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.798236034093093e-08 -7.832025723621516e-02  1.991639533996172e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.800236034093093e-08 -7.832025548309612e-02  1.991639527640877e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.802000000000001e-08 -7.832025393713316e-02  1.991639522040036e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.802200000000001e-08 -8.100853793960439e-02  1.988800378621008e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.802600000000001e-08 -8.661084425677257e-02  1.981348091827047e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.803400000000001e-08 -1.148275438354462e-01  1.937804594646443e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.804000000000001e-08 -1.406857213702954e-01  1.893682549383278e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.804087242782973e-08 -1.385892474765403e-01  1.894394094234193e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.804261728348916e-08 -1.351430816865347e-01  1.895165077229003e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.804610699480803e-08 -1.286247136081369e-01  1.896514003470373e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.805308641744577e-08 -1.165172415471457e-01  1.898888942749303e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.806704526272126e-08 -9.565755309670637e-02  1.902455218077322e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.808704526272126e-08 -7.241224136365498e-02  1.905338798525550e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.810704526272127e-08 -5.486502786109143e-02  1.906344874873472e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.812704526272127e-08 -4.124818921801360e-02  1.906084652799726e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.814704526272127e-08 -3.040806933011653e-02  1.904973518249076e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.816704526272128e-08 -2.150868669369455e-02  1.903307525817652e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.818704526272128e-08 -1.395862267872472e-02  1.901292800692126e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.820704526272128e-08 -7.344178805669122e-03  1.899071160418738e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.822704526272128e-08 -1.378215537448990e-03  1.896739363406228e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.824704526272129e-08  4.117889870192737e-03  1.894359010933798e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.826704526272129e-08  9.301156703175495e-03  1.891978168870375e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.828704526272129e-08  1.427428224491922e-02  1.889627628843555e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.830704526272130e-08  1.910249423865040e-02  1.887326383335380e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.832704526272130e-08  2.383103473609488e-02  1.885086494891286e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.834704526272130e-08  2.849141051389020e-02  1.882915279830108e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.836704526272130e-08  3.310562409370088e-02  1.880816803872330e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.838704526272131e-08  3.768907325312221e-02  1.878792909408196e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.840704526272131e-08  4.225255294666624e-02  1.876843925980653e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.842704526272131e-08  4.680364520439900e-02  1.874969163694112e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.844704526272132e-08  5.134768869105544e-02  1.873167256974648e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.846704526272132e-08  5.588845880669624e-02  1.871436404958109e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.848704526272132e-08  6.042864917569157e-02  1.869774540771363e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.850704526272132e-08  6.497021932099090e-02  1.868179452871715e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.852704526272133e-08  6.951465781045407e-02  1.866648876334018e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.854704526272133e-08  7.406320480496609e-02  1.865180570634633e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.856704526272133e-08  7.861409208069020e-02  1.863770515798997e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.858704526272134e-08  8.316722427052770e-02  1.862417153924046e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.860704526272134e-08  8.772398157609484e-02  1.861119095358900e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.862704526272134e-08  9.228558393984454e-02  1.859874186729090e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.864704526272134e-08  9.685314680607376e-02  1.858680387798296e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.866704526272135e-08  1.014278609254492e-01  1.857535791276390e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.868704526272135e-08  1.060114830584907e-01  1.856438704218524e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.870704526272135e-08  1.105696146798966e-01  1.855380352115373e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.872704526272135e-08  1.151377560519608e-01  1.854366108105654e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.874704526272136e-08  1.197217370687997e-01  1.853395310818780e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.876704526272136e-08  1.243165701131544e-01  1.852465233410382e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.878704526272136e-08  1.289193460704026e-01  1.851573655539188e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.880704526272137e-08  1.335283811813159e-01  1.850718677994095e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.882704526272137e-08  1.381427233965792e-01  1.849898621673556e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.884704526272137e-08  1.427618501271715e-01  1.849111960893903e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.886704526272137e-08  1.473854880036555e-01  1.848357282096140e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.888704526272138e-08  1.520135063365655e-01  1.847633258155707e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.890704526272138e-08  1.566458544349799e-01  1.846938632649845e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.892704526272138e-08  1.612825252931176e-01  1.846272209703267e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.894704526272139e-08  1.659235347376156e-01  1.845632847304657e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.896704526272139e-08  1.705689096731862e-01  1.845019452703353e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.898704526272139e-08  1.752186816570792e-01  1.844430979029486e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.900704526272139e-08  1.798728835463430e-01  1.843866422716790e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.902704526272140e-08  1.845315479272152e-01  1.843324821304159e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.904704526272140e-08  1.891947065247004e-01  1.842805251576233e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.906704526272140e-08  1.938623901383841e-01  1.842306827879718e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.908704526272141e-08  1.985346288460774e-01  1.841828700563876e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.910704526272141e-08  2.032114523225177e-01  1.841370054512435e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.912704526272141e-08  2.078928901899152e-01  1.840930107746821e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.914704526272141e-08  2.125789723569933e-01  1.840508110089131e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.916704526272142e-08  2.172697293260410e-01  1.840103341878079e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.918704526272142e-08  2.219651924604606e-01  1.839715112733950e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.920704526272142e-08  2.266653942122970e-01  1.839342760370141e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.922704526272143e-08  2.313703683127847e-01  1.838985649449588e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.924704526272143e-08  2.360801499304840e-01  1.838643170484842e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.926704526272143e-08  2.407947758019937e-01  1.838314738780645e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.928704526272143e-08  2.455142843400628e-01  1.837999793417912e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.930704526272144e-08  2.502387157234578e-01  1.837697796277993e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.932704526272144e-08  2.549681119723906e-01  1.837408231106051e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.934704526272144e-08  2.597025170127266e-01  1.837130602612340e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.936704526272145e-08  2.644419767316820e-01  1.836864435610131e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.938704526272145e-08  2.691865390272083e-01  1.836609274189011e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.940704526272145e-08  2.739362538529018e-01  1.836364680922278e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.942704526272145e-08  2.786911732598956e-01  1.836130236107138e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.944704526272146e-08  2.834513514369342e-01  1.835905537036427e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.946704526272146e-08  2.882168447495959e-01  1.835690197300626e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.948704526272146e-08  2.929877117794354e-01  1.835483846118916e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.950704526272147e-08  2.977640133636815e-01  1.835286127698095e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.952704526272147e-08  3.025458126360016e-01  1.835096700618182e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.954704526272147e-08  3.073331750687485e-01  1.834915237243613e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.956704526272147e-08  3.121261685170643e-01  1.834741423158912e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.958704526272148e-08  3.169248632652503e-01  1.834574956627830e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.960704526272148e-08  3.217293320749328e-01  1.834415548074843e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.962704526272148e-08  3.265396502363346e-01  1.834262919588202e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.964704526272148e-08  3.313558956222430e-01  1.834116804443535e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.966704526272149e-08  3.361781487448374e-01  1.833976946647085e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.968704526272149e-08  3.410064928156073e-01  1.833843100497770e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.970704526272149e-08  3.458410138085046e-01  1.833715030167235e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.972704526272150e-08  3.506818005264726e-01  1.833592509297125e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.974704526272150e-08  3.555289446714961e-01  1.833475320612822e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.976704526272150e-08  3.603825409183082e-01  1.833363255552946e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.978704526272150e-08  3.652426869919050e-01  1.833256113913912e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.980704526272151e-08  3.701094837490093e-01  1.833153703508919e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.982704526272151e-08  3.749830352636390e-01  1.833055839840705e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.984704526272151e-08  3.798634489169430e-01  1.832962345787507e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.986704526272152e-08  3.847508354914663e-01  1.832873051301616e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.988704526272152e-08  3.896453092700290e-01  1.832787793120005e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.990704526272152e-08  3.945469881393973e-01  1.832706414486464e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.992704526272152e-08  3.994559936989502e-01  1.832628764884778e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.994704526272153e-08  4.043724513745472e-01  1.832554699782426e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.996704526272153e-08  4.092964905378247e-01  1.832484080384356e+00  8.500000000000000e-01  9.500000000000001e-01 
 3.998704526272153e-08  4.142282446311451e-01  1.832416773396375e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.000704526272154e-08  4.191678512984635e-01  1.832352650797735e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.002704526272154e-08  4.241154525223593e-01  1.832291589622487e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.004704526272154e-08  4.290711947675407e-01  1.832233471749215e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.006704526272154e-08  4.340352291310773e-01  1.832178183698779e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.008704526272155e-08  4.390077114997329e-01  1.832125616439654e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.010704526272155e-08  4.439888027146988e-01  1.832075665200568e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.012704526272155e-08  4.489786687440933e-01  1.832028229290057e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.014704526272156e-08  4.539774808636221e-01  1.831983211922614e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.016704526272156e-08  4.589854158457893e-01  1.831940520051113e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.018704526272156e-08  4.640026561581044e-01  1.831900064205212e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.020704526272156e-08  4.690293901707346e-01  1.831861758335408e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.022704526272157e-08  4.740658123740983e-01  1.831825519662477e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.024704526272157e-08  4.791121236069147e-01  1.831791268531997e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.026704526272157e-08  4.841685312952668e-01  1.831758928273703e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.028704526272158e-08  4.892352497032653e-01  1.831728425065378e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.030704526272158e-08  4.943125001959450e-01  1.831699687801042e+00  8.500000000000000e-01  9.500000000000001e-01 
 4.032704526272158e-08  4.994005115150594e-01  1.831672647963167e+00  8.500000000000000e-01  9.500000000000001e-01 
